tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
mOTU	9	na	0.000921864743490143	0.9986419121015281	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
Weight+GCN	9	0.007153701459000009	0.00030469313873176195	0.7493185308999104	0.0028722737309999987	0.9911504424778761	0.7368421052631579	0.8452830188679246	112.0	40.0	1.0	152.0	0.7320261437908496	0.053216200793477816	0.010592648565717384	0.1674433787285221
Weight+GCN	8	0.00854628509300001	8.617561192385731e-05	0.5431898897957534	0.0014693895929999998	1.0	0.8071428571428572	0.8932806324110673	113.0	27.0	0.0	140.0	0.8071428571428572	0.06216089004639442	0.012578993931651575	0.07922824356233085
Weight+GCN	7	0.008764163196000006	5.639423645742868e-05	0.37918999757970323	0.0012452416180000001	1.0	0.8692307692307693	0.9300411522633745	113.0	17.0	0.0	130.0	0.8692307692307693	0.06356889490579365	0.013059772982160166	0.06636275780564911
Weight+GCN	6	0.008874333829000002	4.1499949846619134e-05	0.30053299561203634	0.0011341752890000004	1.0	0.9186991869918699	0.9576271186440678	113.0	10.0	0.0	123.0	0.9186991869918699	0.06431551656168506	0.013365139781039759	0.06009087785110695
Weight+GCN	5	0.008831788259000004	4.253195187219052e-05	0.30430653984452855	0.001173585923	1.0	0.9338842975206612	0.9658119658119658	113.0	8.0	0.0	121.0	0.9338842975206612	0.06399725843016617	0.013344464863863852	0.06231940942014407
Weight+GCN	4	0.006401988440000014	0.0004217830751375717	0.7402915577653992	0.0036289130780000024	0.9911504424778761	0.6746987951807228	0.8028673835125447	112.0	54.0	1.0	166.0	0.6706586826347305	0.04831008438949581	0.00945035207234465	0.22124836204752932
Weight+GCN	3	0.008896278385000005	3.5724117039142984e-05	0.24054539085873328	0.0011077522530000003	0.9911504424778761	0.9491525423728814	0.9696969696969698	112.0	6.0	1.0	118.0	0.9411764705882353	0.06443111829889343	0.013505633545438976	0.05862277375885853
Weight+GCN	2	0.004079896099000006	0.0007893941893267627	0.6689402064136016	0.005949214027000004	0.9823008849557522	0.7207792207792207	0.8314606741573033	111.0	43.0	2.0	154.0	0.7115384615384616	0.03252081343184073	0.006456446188565932	0.4225325231545805
Weight+GCN	0	0.008780227798999984	4.5735205976001183e-05	2.1664688482246826	0.0014258880229999992	1.0	0.4870689655172414	0.655072463768116	113.0	119.0	0.0	232.0	0.4870689655172414	0.06325894841003608	0.011614099247580096	0.07592495885890825
Weight+GCN	1	0.007757848539000006	0.00020830264501652373	0.6869866077507853	0.0022618567789999986	1.0	0.7847222222222222	0.8793774319066148	113.0	31.0	0.0	144.0	0.7847222222222222	0.057066149949333345	0.011482554073852621	0.12737223055305658
